#번호	종류	자리수	예산	예시위치	JP	KO
2163	map	1	39	/QH10.MAP@132285	どうしたんだ？\nこの扉、開かねぇな。%b%h	왜 이래?\n이 문, 안 열리는군.%b%h
2164	map	1	47	/QH10.MAP@132356	反対側から\nカギでもかけられたんじゃねぇか！？%b	반대쪽에서\n열쇠라도 채운 거 아냐!?%b
2165	map	1	47	/QH10.MAP@132436	この扉、\nえらくがんじょうに固定されてるな。%b%h	이 문\n엄청 튼튼하게 고정돼 있군.%b%h
2166	map	1	37	/QH10.MAP@132516	こいつぁ、\nオレの手にも負えねぇな。%b	이건\n내 손으로도 안 되겠군.%b
2167	map	1	53	/QH10.MAP@132586	どうしたんだろうねぇ、この扉。\nびくともしないよ。%b%h	어떻게 된 걸까, 이 문.\n꿈쩍도 안 해.%b%h
2168	map	1	51	/QH10.MAP@132672	どうやら、こっから先に進むのは\nムリのようだねぇ。%b	아무래도 여기서 앞으로 가는 건\n무리인 것 같네.%b
2169	map	1	45	/QH10.MAP@132756	・・・・・・・・・？\n（↑困っているらしい）%b	………?\n（↑난감한 듯하다）%b
2170	map	1	24	/QH10.MAP@132833	この扉、開くのかな？%b%h	이 문, 열릴까?%b%h
2171	map	1	54	/QH10.MAP@132889	・・・うん、だいじょうぶのようだ。いよいよか・・・。%b	…응, 괜찮은 것 같아. 드디어인가….%b
2172	map	1	68	/QH10.MAP@133035	・・・だいじょうぶみたいだな。\nちくしょう、\n身ぶるいしてきやがる！%b	…괜찮은 것 같군.\n젠장,\n몸이 떨려 오잖아!%b
2173	map	1	30	/QH10.MAP@133135	この扉、開くんでしょうね？%b%h	이 문, 열리는 거겠죠?%b%h
2174	map	1	53	/QH10.MAP@133197	・・・だいじょうぶみたいね。\nさぁ、行くわよ・・・。%b	…괜찮은 것 같네.\n자, 가자….%b
2175	map	1	49	/QH10.MAP@133282	この扉、開くんじゃろうな？\n・・・・・・うむ。%b%h	이 문, 열리겠지?\n……음.%b%h
2176	map	1	35	/QH10.MAP@133363	ぼっちゃま！\nじいが、開けますぞ！%b	도련님!\n할아범이 열겠습니다!%b
2177	map	1	28	/QH10.MAP@133430	この扉、開くのだろうな？%b%h	이 문, 열리겠지?%b%h
2178	map	1	37	/QH10.MAP@133490	問題は・・・ないようだな。\n行くか？%b	문제는…없는 것 같군.\n갈까?%b
2179	map	1	56	/QH10.MAP@133559	わーい、扉だー！\nねー、開けてもいい？\nねーってばーっ！%b	와～아, 문이다～!\n응～, 열어도 돼?\n응～ 응～!%b
2180	map	1	47	/QH10.MAP@133707	だいじょうぶそうだな。\nいっちょ開けてみるか？%b	괜찮은 것 같군.\n한번 열어 볼까?%b
2181	map	1	43	/QH10.MAP@133786	・・・ふむ・・・\n扉は開くのじゃろうな？%b%h	…흠…\n문은 열리겠지?%b%h
2182	map	1	85	/QH10.MAP@133861	ほっほっほっ、\nどうやら、わしが\nためしてみねばならんようじゃな。\nどれ・・・・・・。%b	허허허,\n아무래도 내가\n시험해 봐야 하는 모양이구먼.\n어디……%b
2183	map	2	14	/QH10.MAP@133988	もどりますか？	돌아갈까요?
2184	map	3	6	/QH10.MAP@134003	もどる	간다
2185	map	3	10	/QH10.MAP@134010	もどらない	아니오
2186	map	1	53	/QH10.MAP@134062	なんだ、あれは？\n気味の悪いモンスターだな・・・。%b%h	뭐지, 저건?\n기분 나쁜 몬스터군….%b%h
2187	map	1	43	/QH10.MAP@134147	あんなヤツ、さっさと倒して\n先に進もうぜ。%b	저런 놈 얼른 쓰러뜨리고\n앞으로 가자고.%b
2188	map	1	113	/QH10.MAP@134223	なんだ、\nあのクモ女は！？%b%hふざけやがって・・・\nオレはクモが大キライなんだ！\nとっとと、そこをどいてもらうぜ！%b	뭐야,\n저 거미 여자는!?%b%h웃기지 마…\n난 거미가 정말 싫단 말이야!\n얼른 거기서 비켜 줘야겠어!%b
2189	map	1	37	/QH10.MAP@134369	なんだい、\nあのクモの化け物は！？%b%h	뭐야,\n저 거미 괴물은!?%b%h
2190	map	1	83	/QH10.MAP@134439	なんだか扉を守っているようだねぇ。・・・とすると、\nアイツもゲンユウサイの・・・？%b	왠지 문을 지키는 것 같네. …그렇다면\n저 녀석도 겐유사이의…?%b
2191	map	2	47	/QH10.MAP@134555	ウホッウホッウホッ！\n（↑おこっているらしい）%b	우홋우홋우홋!\n（↑화난 듯하다）%b
2192	map	1	41	/QH10.MAP@134634	なんだ、\nあのクモみたいな化け物は！？%b%h	뭐야,\n저 거미 같은 괴물은!?%b%h
2193	map	1	61	/QH10.MAP@134707	まずアイツをどうにかしなきゃ、\n先に進めそうもないな・・・。%b	먼저 저 녀석을 어떻게든 해야\n앞으로 갈 수 있겠어….%b
2194	map	1	39	/QH10.MAP@134800	なんだぁ、\nあのクモの化けもんは！？%b%h	뭐야,\n저 거미 괴물은!?%b%h
2195	map	1	74	/QH10.MAP@134871	アイツの向こうに扉がるようだが、\nカンタンには\n進ませてくれないだろうな。%b	저 녀석 너머에 문이 있는 듯한데\n쉽게는\n지나가게 해 주지 않겠지.%b
2196	map	1	45	/QH10.MAP@134977	なによ、あれ！？\n大きなクモみたい・・・。%b%h	뭐야, 저거!?\n커다란 거미 같아….%b%h
2197	map	1	47	/QH10.MAP@135054	あんなのがいたんじゃ、\n先に進めないじゃない！%b	저런 게 있으면\n앞으로 못 가잖아!%b
2198	map	1	58	/QH10.MAP@135133	なんと！\n巨大なモンスターが\n扉を守っておるではないか！%b%h	이럴 수가!\n거대한 몬스터가\n문을 지키고 있지 않은가!%b%h
2199	map	1	41	/QH10.MAP@135223	まずは、\nあやつをどうにかせねば・・・。%b	우선\n저놈을 어떻게든 해야….%b
2200	map	1	45	/QH10.MAP@135296	扉を守っているモンスターが\nいるようだな。%b%h	문을 지키는 몬스터가\n있는 것 같군.%b%h
2201	map	1	32	/QH10.MAP@135373	まずはヤツを片づけねば・・・。%b	우선 놈부터 처리해야….%b
2202	map	1	53	/QH10.MAP@135437	なーにー、あれぇ？\nクモみたいできっもちわるーい！%b%h	뭐야～, 저거어?\n거미 같아서 징그러워～!%b%h
2203	map	1	41	/QH10.MAP@135522	あんなの、とっと片づけて\n先に行こうよ。%b	저런 거 얼른 치우고\n앞으로 가자.%b
2204	map	1	45	/QH10.MAP@135595	なんだぁ、\nあのクモみたいな化けもんは！？%b%h	뭐야,\n저 거미 같은 괴물은!?%b%h
2205	map	1	70	/QH10.MAP@135672	・・・そうか、\nアイツがここの番人ってわけかい。\nへっ、しゃらくせぇ！%b	…그렇군,\n저 녀석이 여기 문지기라는 거군.\n흥, 건방지게!%b
2206	map	1	51	/QH10.MAP@135774	ほっほっほっ、\nあんなのが住んでおったとはのう。%b%h	허허허,\n저런 게 살고 있었구먼.%b%h
2207	map	1	34	/QH10.MAP@135857	まずは、アレをどうにかせねばの。%b	우선 저걸 어떻게든 해야지.%b
2208	map	1	16	/QH30.MAP@164218	町に入りますか？	마을로 갈까요?
2209	map	1	60	/QH30.MAP@164300	このあたりにも、\nゲンユウサイの手が\nまわっているようだな。%b	이 근처에도\n겐유사이의 손이\n뻗친 것 같군.%b
2210	map	1	18	/QH30.MAP@164392	そのようだね。%b%h	그런 것 같아.%b%h
2211	map	1	56	/QH30.MAP@164442	よし、\nまわりの敵をけちらして、\nここを突破するんだ。%b%h	좋아,\n주위의 적을 흩어 버리고\n여기를 돌파하자.%b%h
2212	map	1	39	/QH30.MAP@164530	南に向かえば、\n町の入口につくハズだ。%b	남쪽으로 가면\n마을 입구에 닿을 거야.%b
2213	map	1	43	/QH3B.MAP@165801	ま、待ってくれ！\nまだ話は終わっていない！%b	자, 잠깐만!\n아직 얘기 안 끝났어!%b
2214	map	1	28	/QH3B.MAP@165932	行っちまったみたいだな。%b%h	가 버린 것 같군.%b%h
2215	map	1	50	/QH3B.MAP@165992	・・・へっ、\nあんなわからずや、\n放っとこうぜ。%b%h	…흥,\n저런 벽창호\n내버려 두자고.%b%h
2216	map	1	21	/QH3B.MAP@166074	・・・おい？　%s0？%b	…이봐? %s0?%b
2217	map	1	64	/QH3B.MAP@166127	・・・明日って言ってた。\nとめなくちゃ。\n見すごしておけないよ。%b	…내일이라고 했어.\n막아야 해.\n그냥 둘 수 없어.%b
2218	map	1	16	/QH3B.MAP@166279	明日・・・か。%b	내일…인가.%b
2219	map	1	49	/QH3B.MAP@166342	どうやら、片づいたようだな。\nん・・・・・・？%b%h	아무래도 정리된 모양이군.\n응……?%b%h
2220	map	1	35	/QH3B.MAP@166423	だっ、だれだ、\nそこにいるのは！？%b	누, 누구냐,\n거기 있는 건!?%b
2221	map	1	41	/QH3B.MAP@166490	もしかして・・・\nキミがナイトバード！？%b	혹시…\n네가 나이트버드!?%b
2222	map	37	39	/QH3B.MAP@166532	%H%m1%V100［%m0ナイトバード%m1］%V0%m0\n	%H%m1%V100［%m0나이트버드%m1］%V0%m0\n
2223	map	1	57	/QH3B.MAP@166572	・・・お前たちの戦いぶりは\nたっぷりと見せてもらった。%b%h	…너희의 싸움은\n똑똑히 보았다.%b%h
2224	map	1	26	/QH3B.MAP@166670	みごとな手際だったな。%b%h	훌륭한 솜씨였군.%b%h
2225	map	1	52	/QH3B.MAP@166737	・・・ところで、\nお前たちか、\nオレを呼んだのは！？%b	…그런데\n너희냐,\n나를 부른 게!?%b
2226	map	1	54	/QH3B.MAP@166821	そうだ、\n掲示板のメッセージを見て\n来てくれたんだね。%b	그래,\n게시판 메시지를 보고\n와 줬구나.%b
2227	map	1	26	/QH3B.MAP@166916	・・・話というのは何だ？%b	…할 얘기란 게 뭐지?%b
2228	map	1	74	/QH3B.MAP@166974	ボクたちは、\nキミがゲンユウサイの所へ\n忍びこむと聞いて、とめに来たんだ。%b	우리는\n네가 겐유사이한테\n숨어든다고 해서 말리러 왔어.%b
2229	map	1	78	/QH3B.MAP@167080	聞いてくれ。\nあんたのウデがどれほどのものか\n知らんが、あいつは危険すぎる！%b%h	들어 봐.\n당신 솜씨가 얼마나 되는지\n모르지만 그놈은 너무 위험해!%b%h
2230	map	1	47	/QH3B.MAP@167190	命をすてに行くような、\nバカな考えはよすんだ！%b	목숨 버리러 가는 듯한\n바보 같은 생각은 마!%b
2231	map	1	30	/QH3B.MAP@167278	・・・言うコトはそれだけか？%b	…할 말은 그게 다냐?%b
2232	map	1	8	/QH3B.MAP@167340	え！？%b	어!?%b
2233	map	1	61	/QH3B.MAP@167389	そんなつまらん話のために\nオレを呼んだのかと言ってるんだ！%b%h	그런 시시한 얘기를 하려고\n날 불렀냐는 거다!%b%h
2234	map	1	35	/QH3B.MAP@167491	オレのシゴトは\nパーフェクトだ。%b%h	내 일은\n퍼펙트하다.%b%h
2235	map	1	39	/QH3B.MAP@167567	相手が誰であれ、\nしくじるコトはない。%b	상대가 누구든\n실수는 없다.%b
2236	map	1	52	/QH3B.MAP@167638	で、でも、\nボクたちは、\nキミのことを心配して・・・%b	하, 하지만\n우리는\n너를 걱정해서…%b
2237	map	1	52	/QH3B.MAP@167731	その『キミ』という呼び方は\nやめろ。\n耳ざわりだ。%b%h	그 『너』라고 부르는 건\n그만둬.\n귀에 거슬린다.%b%h
2238	map	1	47	/QH3B.MAP@167824	・・・それに、\n止めるのが遅かったようだな。%b%h	…게다가\n말리기엔 늦은 것 같군.%b%h
2239	map	1	59	/QH3B.MAP@167912	決行の時は明日にせまった。\nこれ以上、オレにはかまうな。%b%h	결행은 내일이다.\n더 이상 나한테 신경 쓰지 마.%b%h
2240	map	1	51	/QH3B.MAP@168012	オレはナイトバード、\n夜空に舞う漆黒の鳥・・・。%b%h	나는 나이트버드,\n밤하늘을 나는 칠흑의 새….%b%h
2241	map	1	47	/QH3B.MAP@168104	ただ影にひそみて、\nエモノをねらうのみ・・・。%b	그저 그림자에 숨어\n먹잇감을 노릴 뿐….%b
2242	map	2	36	/QH3B.MAP@168183	まずはナイトバードをさがさなきゃ！%b	우선 나이트버드를 찾아야 해!%b
2243	map	2	43	/QH3B.MAP@168251	今夜中にナイトバードを\n見つけないとな。%b%h	오늘 밤 나이트버드를\n찾아야 해.%b%h
2244	map	2	34	/QH3B.MAP@168326	町にもどってるヒマなんかないぜ。%b	마을로 돌아갈 틈은 없어.%b
2245	map	2	41	/QH3B.MAP@168392	みんな、\nどの辺をさがしてるのかしら？%b%h	다들\n어디쯤을 찾고 있을까?%b%h
2246	map	3	32	/QH3B.MAP@168465	私も、がんばってさがさなきゃ。%b	나도 열심히 찾아야지.%b
2247	map	1	54	/QH3B.MAP@168529	なんと！\nこのままでは\n町に帰ってしまうではないか！%b%h	이럴 수가!\n이대로는\n마을로 돌아가 버리지 않는가!%b%h
2248	map	1	62	/QH3B.MAP@168615	ぼっちゃま、おゆるしを！\nじいも、\nせいいっぱいさがしますぞ。%b	도련님, 용서하십시오!\n할아범도\n힘껏 찾겠습니다.%b
2249	map	4	43	/QH3B.MAP@168709	どうやら、\nこの辺にはいないみたいだな。%b%h	아무래도\n이 근처엔 없는 것 같군.%b%h
2250	map	2	20	/QH3B.MAP@168784	別の所をさがすか。%b	다른 곳을 찾을까.%b
2251	map	2	41	/QH3B.MAP@168836	あっれ～！？\nこっちじゃなかったっけ？%b%h	어라～!?\n이쪽이 아니었나?%b%h
2252	map	2	37	/QH3B.MAP@168909	うーん・・・\nどこにいるのかなぁ！？%b	으음…\n어디 있는 걸까!?%b
2253	map	1	41	/QH3B.MAP@168978	なんだぁ、\nこりゃ町の入口じゃねぇか。%b%h	뭐야,\n여긴 마을 입구잖아.%b%h
2254	map	2	36	/QH3B.MAP@169051	まさか、こんなトコにゃいねぇよな。%b	설마 이런 데 있을 리 없겠지.%b
2255	map	2	37	/QH3B.MAP@169194	・・・ふぅ。\n一体どこにいるんだ！？%b	…휴.\n대체 어디 있는 거야!?%b
2256	map	2	45	/QH3B.MAP@169264	・・・うーん、\nどこにいるんでしょうねぇ。%b%h	…으음,\n어디 있을까요.%b%h
2257	map	2	93	/QH3B.MAP@169342	ナイトバードっていうくらいだから、まっ黒けで見えない・・・\nなぁんてコトはないでしょうねぇ。%b	나이트버드라고 할 정도니까 새까매서 안 보인다…\n같은 건 아니겠죠.%b
2258	map	1	68	/QH3B.MAP@169468	・・・っとと。\nなんか、町の方に\nもどって来ちまったみたいだねぇ。%b%h	…어이쿠.\n왠지 마을 쪽으로\n돌아와 버린 것 같네.%b%h
2259	map	1	85	/QH3B.MAP@169569	他のみんなも\nまださがし回ってるんだ。\nあたしひとり、\n町にもどるワケにはいかないよ。%b	다른 사람들도\n아직 찾아다니고 있어.\n나 혼자\n마을로 돌아갈 순 없지.%b
2260	map	2	41	/QH3B.MAP@169687	・・・・・・。\n（↑まよっているらしい）%b	……\n（↑길을 잃은 듯하다）%b
2261	map	1	123	/QH3B.MAP@170106	なんと！\nこのままでは見当ちがいの所へ行ってしまうではないか！\nぼっちゃま、おゆるしを！\nじいも、せいいっぱいさがしますぞ。%b	이럴 수가!\n이대로는 엉뚱한 곳으로 가 버리지 않는가!\n도련님, 용서하십시오!\n할아범도 힘껏 찾겠습니다.%b
2262	map	1	49	/QH3B.MAP@170530	なんだぁ、\nこんなトコに来ちまったじゃねぇか。%b%h	뭐야,\n이런 데로 와 버렸잖아.%b%h
2263	map	1	51	/QH3B.MAP@171028	・・・っとと。\nなんか変なトコに来ちまったねぇ。%b%h	…어이쿠.\n왠지 이상한 데 와 버렸네.%b%h
2264	map	1	85	/QH3B.MAP@171112	他のみんなも\nまださがし回ってるんだ。\nあたしひとり、\nさぼってるワケにはいかないよ。%b	다른 사람들도\n아직 찾아다니고 있어.\n나 혼자\n땡땡이칠 순 없지.%b
2265	map	1	55	/QH3B.MAP@171318	ナイトバードが指定してきたのは、\nこのあたりか・・・。%b	나이트버드가 지정한 곳은\n이 근처인가….%b
2266	map	1	12	/QH3B.MAP@171405	来るかな？%b	올까?%b
2267	map	1	16	/QH3B.MAP@171449	わからない。%b%h	모르겠어.%b%h
2268	map	1	52	/QH3B.MAP@171497	でも、今はあの立て札のメッセージを信じるしかない。%b	하지만 지금은 그 팻말의 메시지를 믿을 수밖에 없어.%b
2269	map	1	49	/QH3B.MAP@171581	「川辺で待て」ってやつか？\nどうだかな・・・。%b%h	「강가에서 기다려라」?\n글쎄다….%b%h
2270	map	1	20	/QH3B.MAP@171662	相手はコソ泥だぜ？%b	상대는 좀도둑이야?%b
2271	map	1	108	/QH3B.MAP@171714	だからって、\nたった一人でゲンユウサイのいる所へ忍びこもうとしてるのを、\n放っておけるワケないじゃないか。%b%h	그렇다고\n혼자서 겐유사이가 있는 곳에 숨어들려는 걸\n내버려 둘 순 없잖아.%b%h
2272	map	1	49	/QH3B.MAP@171854	とにかく、\nここでじっとしててもしようがない。%b%h	아무튼\n여기서 가만있어 봤자 소용없어.%b%h
2273	map	1	68	/QH3B.MAP@171935	さっき打ち合わせたとおり、\n各自分担して\nこの周囲を探索してみよう。%b	아까 의논한 대로\n각자 분담해서\n이 주변을 탐색해 보자.%b
2274	map	1	78	/QH3B.MAP@172035	・・・で、見つけたら、\n「バカなことはやめろ」って\n言ってやればいいんだろ？%b%h	…그래서 찾으면\n「바보짓 그만둬」라고\n말해 주면 되는 거지?%b%h
2275	map	1	76	/QH3B.MAP@172145	・・・にしても、\nかなり暗くなってきたな。\nこいつはちょっとヤッカイだぜ。%b%h	…그나저나\n꽤 어두워졌군.\n이거 좀 성가시겠는데.%b%h
2276	map	1	28	/QH3B.MAP@172253	ん・・・あれは、なんだ！？%b	응…저건 뭐지!?%b
2277	map	1	50	/QH3B.MAP@172314	何ゆえ、\n我々が盗賊狩りなどを\nせねばならぬのだ。%b	어째서\n우리가 도적 사냥을\n해야 한단 말인가.%b
2278	map	1	43	/QH3B.MAP@172397	言うな。%b%h%H%m1%V100［%m0下忍%m1］%V0%m0\n	닥쳐.%b%h%H%m1%V100［%m0닌자%m1］%V0%m0\n
2279	map	1	97	/QH3B.MAP@172441	我らはゲンユウサイ様と、\nそしてあのお方に\n忠誠をちかった身の上。%b%H%m1%V100［%m0下忍%m1］%V0%m0\n	우리는 겐유사이 님과\n그리고 그분께\n충성을 맹세한 몸.%b%H%m1%V100［%m0닌자%m1］%V0%m0\n
2280	map	1	39	/QH3B.MAP@172539	ご命令とあらば、\nいたしかたあるまい。%b	명령이라면\n어쩔 수 없지.%b
2281	map	1	79	/QH3B.MAP@172611	兄者・・・\nあいつら、\nちゃんとやってるかな？%b%h%H%m1%V100［%m0下忍%m1］%V0%m0\n	형님…\n그 녀석들\n제대로 하고 있을까요?%b%h%H%m1%V100［%m0닌자%m1］%V0%m0\n
2282	map	1	14	/QH3B.MAP@172691	・・・兄者？%b	…형님?%b
2283	map	1	76	/QH3B.MAP@172738	静かに！\nあちらから何やら話し声が・・・。%b%h%H%m1%V100［%m0下忍%m1］%V0%m0\n	조용히!\n저쪽에서 무슨 말소리가….%b%h%H%m1%V100［%m0닌자%m1］%V0%m0\n
2284	map	1	55	/QH3B.MAP@172815	敵に気取られたやもしれん。\n早々にシゴトに取りかかる。%b	적에게 들켰을지도 모른다.\n얼른 일에 착수한다.%b
2285	map	1	49	/QH3B.MAP@172902	どうだい、%s1？\nナイトバードが\n来てくれたのか？%b	어때, %s1?\n나이트버드가\n와 준 거야?%b
2286	map	1	50	/QH3B.MAP@172983	バカ！\nありゃあ、\nゲンユウサイの放った刺客だ！%b%h	바보!\n저건\n겐유사이가 보낸 자객이야!%b%h
2287	map	1	56	/QH3B.MAP@173065	どうやら、\nヤツらもナイトバードに\n会いに来たらしい。%b%h	아무래도\n놈들도 나이트버드를\n만나러 온 모양이야.%b%h
2288	map	1	27	/QH3B.MAP@173153	まずい！\nこっちへ来るぞ！%b	위험해!\n이쪽으로 온다!%b
2289	map	1	28	/QH3B.MAP@173212	カンちがいされたのかな？%b%h	오해받은 걸까?%b%h
2290	map	1	70	/QH3B.MAP@173272	でも、このままじゃ\nナイトバードに会うことも\nできなくなってしまう。%b%h	하지만 이대로는\n나이트버드를 만나는 것도\n못 하게 돼 버려.%b%h
2291	map	1	28	/QH3B.MAP@173374	ボクたちで敵を倒さなきゃ！%b	우리가 적을 쓰러뜨려야 해!%b
2292	map	1	67	/QLD2.MAP@226130	どうにか逃げ切れたようだけど、\nこれからどうしたらいいんだ・・・。%b	어떻게든 도망친 것 같지만\n이제부터 어떻게 하면 좋지….%b
2293	map	1	73	/QLD2.MAP@226229	・・・やっぱり\n私たちの力では、\nゲンユウサイを倒すのは\nムリなのかしら？%b	…역시\n우리 힘으로는\n겐유사이를 못 이기는\n걸까?%b
2294	map	1	32	/QLD2.MAP@226334	%s2どの！\n何をおっしゃるか！？%b	%s2 님!\n무슨 말씀이십니까!?%b
2295	map	1	115	/QLD2.MAP@226398	われわれがともに戦ってきたのは、\nとらわれの女王様をお救いし、\n民草の間に広まりつつある、\nあらぬ中傷をただすこと。%b	우리가 함께 싸워 온 것은\n붙잡힌 여왕님을 구하고\n백성들 사이에 퍼지고 있는\n터무니없는 중상을 바로잡기 위함.%b
2296	map	1	94	/QLD2.MAP@226545	さらには、\n諸悪の根源たるゲンユウサイを倒し、この国に平和を取りもどすためでは\nありませぬか。%b	나아가\n만악의 근원 겐유사이를 쓰러뜨리고 이 나라에 평화를 되찾기 위함이\n아니었습니까.%b
2297	map	1	62	/QLD2.MAP@226671	じいの言うとおりだよ。\nこんな所で\nあきらめちゃいけないんだ。%b	할아범 말대로야.\n이런 곳에서\n포기하면 안 돼.%b
2298	map	1	62	/QLD2.MAP@226765	母上・・・・・・\nどうかボクたちに\n力をかしてください・・・。%b	어머니……\n부디 우리에게\n힘을 빌려주세요….%b
2299	map	1	41	/QLD2.MAP@226859	・・・・・・そうだ！\nその手があったか！%b	……그래!\n그 방법이 있었어!%b
2300	map	1	34	/QLD2.MAP@226932	%s0・・・！？\nどうしたの、急に？%b	%s0…!?\n왜 그래, 갑자기?%b
2301	map	1	66	/QLD2.MAP@226998	思い出したんだ。\n母上がよく相談に行っていた\n雲海の賢者のことを！%b	생각났어.\n어머니가 자주 상담하던\n운해의 현자가!%b
2302	map	1	83	/QLD2.MAP@227096	おお、なるほど！\nクィーンズ・ノーズ山に\n住まわれるという、\n雲海の賢者どのですな。%b	오오, 그렇군요!\n퀸즈노즈산에\n사신다는\n운해의 현자님이군요.%b
2303	map	1	99	/QLD2.MAP@227211	・・・ですが、ぼっちゃま。\n山頂の賢者どのと\n交信が許されておりますのは、\n女王様おひとりなのでは？%b	…하지만 도련님.\n산꼭대기의 현자님과\n교신이 허락된 분은\n여왕님 한 분뿐이 아닙니까?%b
2304	map	1	41	/QLD2.MAP@227342	でも、やってみなくちゃ\nわからないだろ？%b	하지만 해 보지 않으면\n모르잖아?%b
2305	map	1	68	/QLD2.MAP@227415	その人ならいろいろと\n知ってるはずだし、\nきっと力になってくれるよ！%b	그분이라면 이것저것\n알고 있을 테고\n분명 힘이 되어 줄 거야!%b
2306	map	1	60	/QLD2.MAP@227515	・・・お前・・・\n本当にゲンユウサイ様を\n倒す気でいるのか？%b	…너…\n정말로 겐유사이 님을\n쓰러뜨릴 생각이야?%b
2307	map	1	81	/QLD2.MAP@227607	オレたちがタバになって\nかかっていったところで、\nゲンユウサイ様に\nかなうものか。%b	우리가 떼로\n덤벼 봤자\n겐유사이 님을\n당해 낼 것 같아?%b
2308	map	1	68	/QLD2.MAP@227720	まわりをかためる\n５人の幹部にすら、\n太刀打ちできるかどうか・・・。%b	주위를 지키는\n5명의 간부에게조차\n맞설 수 있을지….%b
2309	map	1	79	/QLD2.MAP@227820	それでも、\nやらなくちゃダメなんだ！\nボクたちで変えていかなきゃ\nならないんだ！%b	그래도\n해야만 해!\n우리가 바꿔 나가야\n한다고!%b
2310	map	1	17	/QLD2.MAP@227931	・・・%s0・・・%b	…%s0…%b
2311	map	1	41	/QLD2.MAP@227980	・・・わかったよ、\nオレも行ってやるよ。%b	…알았어,\n나도 가 줄게.%b
2312	map	1	51	/QLD2.MAP@228053	そのクィーンズ・ノーズ山ってのは\nどこにあるんだ？%b	그 퀸즈노즈산이란 건\n어디 있는데?%b
2313	map	1	58	/QLD2.MAP@228187	う、うん！\nここから道ぞいに\n北西へ向かった所にあるんだ。%b	으, 응!\n여기서 길을 따라\n북서쪽으로 간 곳에 있어.%b
2314	map	1	56	/QLD2.MAP@228277	よっしゃあ！\nオレもひとつ、\nデカイことをやってやるか！%b	좋았어!\n나도 한번\n큰일을 해 볼까!%b
2315	map	1	66	/QLD2.MAP@228375	今日だよね、\n“ナイトバード”が\n城にしのびこむって言ってたのは。%b	오늘이지,\n“나이트버드”가\n성에 숨어든다고 했던 게.%b
2316	map	1	51	/QLD2.MAP@228528	そろそろ姿を見せても\nよさそうなものだが・・・。%b%h	슬슬 모습을 보여도\n될 법한데….%b%h
2317	map	1	35	/QLD2.MAP@228611	ん・・・？\nいたっ！　あいつだ！%b%h	응…?\n있다! 저 녀석이야!%b%h
2318	map	1	39	/QLD2.MAP@228678	さっき、\n中に入っていくのが見えた。%b%h	아까\n안으로 들어가는 게 보였어.%b%h
2319	map	1	22	/QLD2.MAP@228749	あれは・・・・・・%b%h	저건……%b%h
2320	map	1	58	/QLD2.MAP@228803	そうだ、\n前にオレたちが\n城から脱出するために使った扉だ。%b	그래,\n전에 우리가\n성에서 탈출할 때 쓴 문이야.%b
2321	map	1	41	/QLD2.MAP@228893	ボクたちも城に入って\n彼を追いかけよう！%b	우리도 성에 들어가서\n그를 쫓자!%b
2322	map	2	41	/QLD2.MAP@229030	あ、ちょっと！\n%s5！\nどこ行くのよ！？%b%h	아, 잠깐!\n%s5!\n어디 가는 거야!?%b%h
2323	map	2	19	/QLD2.MAP@229103	%s0、止めないと！%b	%s0, 말려야 해!%b
2324	map	1	49	/QLD2.MAP@229154	おい、\n%s5がだれなのか、\nお前わかってたのか？%b%h	이봐,\n%s5가 누군지\n너 알고 있었어?%b%h
2325	map	1	36	/QLD2.MAP@229235	水くせぇな、教えろよ！\nおい、%s0！%b	서운하게, 가르쳐 줘!\n이봐, %s0!%b
2326	map	1	53	/QLD2.MAP@229303	・・・いいんだよ、\nどうせ、\n%s1は知らないんだから。%b	…됐어,\n어차피\n%s1는 모르니까.%b
2327	map	1	31	/QLD2.MAP@229388	あん？\nなんだそりゃ・・・？%b%h	응?\n뭐야 그게…?%b%h
2328	map	1	13	/QLD2.MAP@229451	おい、%s0！%b	이봐, %s0!%b
2329	map	1	24	/QLD2.MAP@229496	終わった・・・・・・%b%h	끝났다……%b%h
2330	map	2	28	/QLD2.MAP@229552	終わったんだ・・・・・・。%b	끝난 거야……%b
2331	map	1	33	/QLD2.MAP@229612	ああ・・・\nどうにかな・・・。%b%h	그래…\n어떻게든….%b%h
2332	map	2	58	/QLD2.MAP@229677	しっかし、\nとんだ長旅だったぜ。\nオレも・・・お前らもな。%b	그나저나\n엄청 긴 여행이었어.\n나도…너희도 말이야.%b
2333	map	1	18	/QLD2.MAP@229767	そうだね・・・。%b	그러네….%b
2334	map	1	37	/QLD2.MAP@229817	・・・あ、\nみんな集まったみたいだ。%b	…아,\n다들 모인 것 같아.%b
2335	map	1	26	/QLD2.MAP@229886	ついにやったわね、\n%s0！%b	드디어 해냈네,\n%s0!%b
2336	map	1	52	/QLD2.MAP@229944	ぼっちゃま、\nじいは・・・、\nじいは・・・くくぅっ！%b	도련님,\n할아범은…,\n할아범은…흐윽!%b
2337	map	1	42	/QLD2.MAP@230028	あれぇ？\n%s0も%s1も、\nなに泣いてんの？%b%h	어라?\n%s0도 %s1도\n왜 울어?%b%h
2338	map	1	20	/QLD2.MAP@230102	なんかあったの！？%b	무슨 일 있었어!?%b
2339	map	1	43	/QLD2.MAP@230154	いいじゃねぇか、\n%s6。\nほっといてやれよ。%b	됐잖아,\n%s6.\n내버려 둬.%b
